bigg_id,reaction_name,,subsytem
NS26Tg,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase",,O-glycan metabolism
NTD12,5-nucleotidase (dIMP),,Nucleotide interconversion
NTD1m,"5-nucleotidase (dUMP),mitochondrial",,Nucleotide interconversion
NTD2l,"5-nucleotidase (UMP), lysosome",,Pyrimidine catabolism
NTD4e,"5-nucleotidase (CMP), extracellular",,Nucleotide interconversion
NTD5m,"5-nucleotidase (dTMP), mitochondrial",,Nucleotide interconversion
NTD7e,"5-nucleotidase (AMP), extracellular",,Nucleotide interconversion
NTD9e,"5-nucleotidase (GMP), extracellular",,Nucleotide interconversion
NTD9l,"5-nucleotidase (GMP), lysosome",,Purine catabolism
O16G1e,"Oligo-1,6-glucosidase (glygn4 -> glygn5), extracellular",,Starch and sucrose metabolism
O16G2e,"Oligo-1,6-glucosidase (strch2 ->strch3), extracellular",,Starch and sucrose metabolism
O2Stm,Superoxide anion transport via diffusion (mitochondria),,"Transport, mitochondrial"
O2Stn,Superoxide anion transport via diffusion (nucleus),,"Transport, nuclear"
O2ter,O2  transport  endoplasmic reticulum,,"Transport, endoplasmic reticular"
O2tn,"O2 transport (diffusion), nucleus",,"Transport, nuclear"
OCBTm,"Ornithine carbamoyltransferase, irreversible",,Urea cycle
OCCOAtm,"Octanoyl-CoA transport, diffusion",,"Transport, mitochondrial"
OCCOAtx,Fatty acid intracellular transport,,"Transport, peroxisomal"
OIVD2m,"2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxobutanoate), mitochondrial",,"Valine, leucine, and isoleucine metabolism"
OMEPRAZOLEte,Xenobiotic transport,,"Transport, extracellular"
ORETNF,4-oxo-retinoic acid formation (oxidation),,Vitamin A metabolism
ORNt4m,Ornithine mitochondrial transport exchange with citruline,,"Transport, mitochondrial"
ORNt,Ornithine transport via diffusion,,"Transport, extracellular"
OXAtp,Oxalate transport out of peroxisome,,"Transport, peroxisomal"
P45011B21m,Steroid 11-beta-hydroxylase,,Steroid metabolism
P45017A2r,Cytochrome P450 17A1,,Steroid metabolism
P45017A3r,Cytochrome P450 17A1,,Steroid metabolism
P45017A4r,Cytochrome P450 17A1,,Steroid metabolism
P45019A1r,Aromatase,,Steroid metabolism
P45021A1r,Steroid 21-hydroxylase,,Steroid metabolism
P45027A11m,"5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase",,Bile acid synthesis
P45027A13m,"5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase",,Bile acid synthesis
P45027A14m,"5-beta-cytochrome P450, family 27, subfamily A, polypeptide 1",,Bile acid synthesis
P45027A15m,"5-beta-cytochrome P450, family 27, subfamily A, polypeptide 1",,Bile acid synthesis
P4502A6,Cytochrome P450 2A6,,Cytochrome metabolism
P4502C18,Cytochrome P450 2C18,,Cytochrome metabolism
P4502C8,Cytochrome P450 2C8,,Cytochrome metabolism
P4502C92,Cytochrome P450 2C9,,Limonene and pinene degradation
P4502D6,Cytochrome P450 2D6,,Cytochrome metabolism
P4502E1,Cytochrome P450 2E1,,Cytochrome metabolism
P4503A4,Cytochrome P450 3A4,,Cytochrome metabolism
P45046A1r,"Cytochrome P450, family 46, subfamily A, polypeptide 1",,Bile acid synthesis
P4504F122r,Cytochrome p450 4F12/4F2,,Eicosanoid metabolism
P4504F123r,Cytochrome p450 4F12/4F2,,Cytochrome metabolism
P4504F81r,Cytochrome p450 4F8,,Eicosanoid metabolism
P4507A1r,"Cytochrome P450, family 7, subfamily A, polypeptide 1",,Bile acid synthesis
P4507B11r,Oxysterol 7alpha-hydroxylase,,Bile acid synthesis
P4507B12r,Oxysterol 7alpha-hydroxylase,,Bile acid synthesis
P4508B11r,Sterol 12-alpha-hydroxylase,,Bile acid synthesis
P450LTB4r,Cytochrome p450 leukotriene B4,,Eicosanoid metabolism
P5CRm,"Pyrroline-5-carboxylate reductase, mitochondria",,Arginine and proline metabolism
PA_HSter,Phosphatidate scramblase,,"Transport, endoplasmic reticular"
PAIL_HStn,Phosphatidylinositol nuclear transport (diffusion),,"Transport, nuclear"
PAIL45P_HStn,"Phosphatidylinositol 4,5-bisphosphate nuclear transport (diffusion)",,"Transport, nuclear"
PAPStg,3-Phosphoadenylyl sufate Golgi transport,,"Transport, golgi apparatus"
PAPtg,"Adenosine 3,5-bisphosphate Golgi transport",,"Transport, golgi apparatus"
PCFLOPm,Phosphatidylcholine flippase,,"Transport, mitochondrial"
PCHOL_HSter,Phosphatidylcholine scramblase,,"Transport, endoplasmic reticular"
PCHOLP_hs,Choline phosphatase,,Glycerophospholipid metabolism
PCHOLPg_hs,Choline phosphatase,,Glycerophospholipid metabolism
PCHOLPr_hs,Choline phosphatase,,Glycerophospholipid metabolism
PCREATtmdiffir,Phosphocreatine transport to/from mitochondria via diffusion,,Urea cycle
PCRNtc,Transport into the cytosol from peroxisome (carnitine),,Fatty acid oxidation
PCRNtm,Transport into the mitochondria from cytosol (carnitine),,Fatty acid oxidation
PDE1,"3,5-cyclic-nucleotide phosphodiesterase",,Nucleotide interconversion
PDE1g,"3,5-cyclic-nucleotide phosphodiesterase,Golgi",,Nucleotide interconversion
PI34P5K,"Phosphatidylinositol 3,4-bisphosphate 5-kinase",,Inositol phosphate metabolism
PI34P5Kn,"Phosphatidylinositol 3,4-bisphosphate 5-kinase, nuclear",,Inositol phosphate metabolism
PI3P4K,Phosphatidylinositol 3-phosphate 4-kinase,,Inositol phosphate metabolism
PDE4,"3,5-cyclic-nucleotide phosphodiesterase",,Nucleotide interconversion
PDE4g,"3,5-cyclic-nucleotide phosphodiesterase, Golgi",,Nucleotide interconversion
PDHm,Pyruvate dehydrogenase,,Glycolysis/gluconeogenesis
PDXPP,Pyridoxine 5-phosphate phosphatase,,Vitamin B6 metabolism
PEFLIP,Phosphatidylethanolamine flippase,,"Transport, extracellular"
PERILLYLte,Xenobiotic transport,,"Transport, extracellular"
PEROXx,Peroxisomal lumped long chain fatty acid oxidation,,Fatty acid oxidation
PETHCT,Phosphoethanolamine cytidyltransferase,,Glycerophospholipid metabolism
PGCD,Phosphoglycerate dehydrogenase,,"Glycine, serine, alanine, and threonine metabolism"
PGDI,Prostaglandin-H2 D-isomerase [Precursor],,Eicosanoid metabolism
PGLer,"6-phosphogluconolactonase, endoplasmic reticulum",,Pentose phosphate pathway
PGLYCt,Phosphatidylglycerol Transport,,"Transport, extracellular"
PGPP_hs,Phosphatidylglycerol phosphate phosphatase (homo sapiens),,Glycerophospholipid metabolism
PGPPT,Phosphatidyl-CMP: glycerophosphate phosphatidyltransferase,,Glycerophospholipid metabolism
PHCHGSm,L 1 Pyrroline 3 hydroxy 5 carboxylate spontaneous conversion to L 4 Hydroxyglutamate semialdehyde  mitochondrial,,Arginine and proline metabolism
PHEACGLNt,PHEACGLN extracellular transport via diffusion,,"Transport, extracellular"
PHEMEtm,Protoheme transport (mitochondria),,"Transport, mitochondrial"
PHEt4,L-phenylalanine transport in via sodium symport,,"Transport, extracellular"
PHETA1m,"L-Phenylalanine:2-oxoglutarate aminotransferase, mitochondria",,Phenylalanine metabolism
PHYCBOXL,L-Phenylalanine carboxy-lyase,,Phenylalanine metabolism
PHYHx,"Phytanoyl-CoA dioxygenase, peroxisomal",,Fatty acid oxidation
PHYQt,Phylloquinone transport,,"Transport, extracellular"
PHYTt,Fatty acid transport via diffusion,,"Transport, extracellular"
PI345P5P,"Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase",,Inositol phosphate metabolism
PI34P3Pn,"Phosphatidylinositol-3,4-bisphosphate 3-phosphatase, nuclear",,Inositol phosphate metabolism
PI34P4Pn,"Phosphatidylinositol-3,4-bisphosphate 4-phosphatase, nuclear",,Inositol phosphate metabolism
PI45P3K,"Phosphatidylinositol 4,5-bisphosphate 3-kinase",,Inositol phosphate metabolism
PI45P5P,"Phosphatidylinositol-4,5-bisphosphate 5-phosphatase",,Inositol phosphate metabolism
PI4P3Kn,"Phosphatidylinositol 4-phosphate 3-kinase, nuclear",,Inositol phosphate metabolism
PI4PLC,Phosphatidylinositol 4-phosphate phospholipase C,,Inositol phosphate metabolism
PI4PLCn,"Phosphatidylinositol 4-phosphate phospholipase C, nucleus",,Inositol phosphate metabolism
PI5P4Kn,"Phosphatidylinositol-5-phosphate 4-kinase, nuclear",,Inositol phosphate metabolism
PIACGT,Phosphatidylinositol N-acetylglucosaminyltransferase,,Phosphatidylinositol phosphate metabolism
PROSTGE1t,Prostaglandin transport via bicarbonate countertransport,,"Transport, extracellular"
PROSTGE2t,Prostaglandin transport via bicarbonate countertransport,,"Transport, extracellular"
PIK4n,"Phosphatidylinositol 4-kinase, nuclear",,Inositol phosphate metabolism
PIK5n,"Phosphatidylinositol 5-kinase, nuclear",,Inositol phosphate metabolism
PIPLC,Phosphatidylinositol phospholipase C,,Inositol phosphate metabolism
PIPLCn,"Phosphatidylinositol phospholipase C, nucleus",,Inositol phosphate metabolism
PIter,"Phosphate transport, endoplasmic reticulum",,"Transport, endoplasmic reticular"
PItg,"Phosphate transport, Golgi apparatus",,"Transport, golgi apparatus"
PItn,"Phosphate transport, nuclear",,"Transport, nuclear"
PItx,"Phosphate transporter, peroxisome",,"Transport, peroxisomal"
PLA2_2,Phospholipase A2,,Glycerophospholipid metabolism
PLA2_2e,Phospholipase A2,,Glycerophospholipid metabolism
PMI12346PH,5 diphosphoinositol 1 2 3 4 6 pentakisphosphate diphosphohydrolase,,Inositol phosphate metabolism
PNTEH,Hydrolase Class   RXN R02973 ,,CoA catabolism
PPA2,Inorganic triphosphatase,,Miscellaneous
PPAer,"Inorganic diphosphatase, endoplasmic reticulum",,Miscellaneous
PPAm,Inorganic diphosphatase,,Oxidative phosphorylation
PPAP,Phosphatidic acid phosphatase,,Triacylglycerol synthesis
PPD2CSPp,PPD2CSPp,,Lysine metabolism
PPDOy,"Propane-1,2-diol:NADP+ 1-oxidoreductase",,Pyruvate metabolism
PPItr,"Diphosphate transporter, endoplasmic reticulum",,"Transport, endoplasmic reticular"
PPMI12346Ptn,5-diphosphatidylinositol pentakisphosphate nuclear transport (diffusion),,"Transport, nuclear"
PPOR,"Phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)",,Phenylalanine metabolism
PPPG9tm,Protoporphyrinogen IX mitochondrial transport,,Heme synthesis
PPPGOm,Protoporphyrinogen oxidase  mitochondrial,,Heme synthesis
PRASCSi,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,,Purine synthesis
PRDXl,Peroxidase (multiple substrates),,Miscellaneous
PRGNLONESULT,Steroid sulfotransferase,,Steroid metabolism
PRGNLONEtr,Pregnenolone intracellular transport,,"Transport, endoplasmic reticular"
PRGSTRNt,Progesterone transport,,"Transport, extracellular"
PRISTCOAtx,Pristcoa peroxisomal transport,,"Transport, peroxisomal"
PRISTtx,Prist peroxisomal transport,,"Transport, peroxisomal"
PROD2m,Proline dehydrogenase (m),,Arginine and proline metabolism
PROSTGE2t2,Prostaglandin uniport,,"Transport, extracellular"
PROSTGE2t3,Prostaglandine E2 transport (ATP-dependent),,"Transport, extracellular"
PROSTGI2t,Prostaglandin I2 transport,,"Transport, extracellular"
PROt4,Na+/Proline-L symporter,,"Transport, extracellular"
PROtm,L proline transport  mitochondrial,,"Transport, mitochondrial"
PSFLIP,Phosphatidylserine flippase,,"Transport, extracellular"
PSFLIPm,Phosphatidylserine flippase,,"Transport, mitochondrial"
PTDCACRNCPT2,Pentadecanoate transport into the mitochondria,,Fatty acid oxidation
PTE4x,Peroxisomal acyl-CoA thioesterase,,Fatty acid oxidation
PTRCOX1,Putrescine:oxygen oxidoreductase (deaminating),,Arginine and proline metabolism
PVD3,Previtamin D3 formation,,Vitamin D metabolism
PYDXK,Pyridoxal kinase,,Vitamin B6 metabolism
PYDXPP,Pyridoxal 5-phosphate phosphatase,,Vitamin B6 metabolism
PYNP2r,Pyrimidine-nucleoside phosphorylase (uracil),,Pyrimidine catabolism
PYRt2p,Pyruvate peroxisomal transport via proton symport,,D-alanine metabolism
QUILSYN,Quinolinate Synthase  Eukaryotic ,,Tryptophan metabolism
RADH2,Retinal dehydrogenase (NADPH),,Vitamin A metabolism
RADH3,Retinal dehydrogenase,,Vitamin A metabolism
RAI1,Retinal isomerase (11-cis),,Vitamin A metabolism
RAI2,Retinal isomerase (9-cis),,Vitamin A metabolism
RAI3,13-cis-retinoic acid isomerase,,Vitamin A metabolism
RAI4,13-cis-4-oxo-retinoic acid isomerase,,Vitamin A metabolism
RAtn3,"13-cis-retinoic acid transport, nuclear",,"Transport, nuclear"
RBK_Dr,D-ribulokinase (D-ribulose),,Pentose phosphate pathway
RDH1,Retinol dehydrogenase (all-trans),,Vitamin A metabolism
RDH1a,"Retinol dehydrogenase (all-trans,NADPH)",,Vitamin A metabolism
RDH2,"Retinol dehydrogenase (9-cis,NADH)",,Vitamin A metabolism
RDH2a,"Retinol dehydrogenase (9-cis,NADPH)",,Vitamin A metabolism
RDH4,"Retinol dehydrogenase (13-cis,NADH)",,Vitamin A metabolism
RETFA,Retinol acyltransferase,,Vitamin A metabolism
RETFAt,Fatty acid retinol efflux,,"Transport, extracellular"
RETFAt1,Fatty acid retinol efflux (9-cis),,"Transport, extracellular"
RETH2e,"Retinyl ester hydrolase (11-cis), extracellular",,Vitamin A metabolism
RETHe,"Retinyl ester hydrolase, extracellular",,Vitamin A metabolism
RETNGLCt2r,Retinoyl glucuronide efflux (13-cis) from ER,,"Transport, endoplasmic reticular"
RETNGLCtr,Retinoyl glucuronide efflux from ER,,"Transport, endoplasmic reticular"
RETNtr2,Retinoic acid transport in ER (13-cis),,"Transport, endoplasmic reticular"
RIBt,D-ribose transport via diffusion,,"Transport, extracellular"
RIBt2,Ribose transport in via proton symporter,,"Transport, extracellular"
RNMK,Ribosylnicotinamide kinase,,NAD metabolism
RTOTAL3CRNCPT2,R group transport into the mitochondria,,Fatty acid oxidation
S23Tg,"Beta-galactoside alpha-2,3-sialyltransferase (T antigen)",,O-glycan metabolism
S2L2N2M2MASNtly,"S2l2n2m2masn transport, extracellular to lysosome",,"Transport, lysosomal"
S2T1g,"Chondroitin 2-sulfotransferase, Golgi",,Chondroitin synthesis
S2T3g,"Uronyl 2-sulfotransferase, Golgi",,Chondroitin synthesis
S2T4g,"Uronyl 2-sulfotransferase, Golgi",,Chondroitin synthesis
S2TASE1ly,"Iduronate-2-sulfatase, lysosomal",,Heparan sulfate degradation
S2TASE2ly,"Iduronate-2-sulfatase, lysosomal",,Heparan sulfate degradation
S2TASE3ly,"Iduronate-2-sulfatase, lysosomal",,Chondroitin sulfate degradation
S2TASE5ly,"Glucuronate-2-sulfatase, lysosomal",,Chondroitin sulfate degradation
S3TASE3ly,"N-acetylglucosamine-3-sulfatase, lysosomal",,Heparan sulfate degradation
S4T2g,"Chondroitin 4-sulfotransferase, Golgi apparatus",,Chondroitin synthesis
S4T3g,"Chondroitin 4-sulfotransferase, Golgi apparatus",,Chondroitin synthesis
S4T4g,"Chondroitin 4-sulfotransferase, Golgi apparatus",,Chondroitin synthesis
S4T5g,"Chondroitin 4-sulfotransferase, Golgi apparatus",,Chondroitin synthesis
S4T6g,"Chondroitin 4-sulfotransferase, Golgi apparatus",,Chondroitin synthesis
S4TASE1ly,"N-acetylgalactosamine-4-sulfatase, lysosomal",,Chondroitin sulfate degradation
S4TASE2ly,"N-acetylgalactosamine-4-sulfatase, lysosomal",,Chondroitin sulfate degradation
S4TASE3ly,"N-acetylgalactosamine-4-sulfatase, lysosomal",,Chondroitin sulfate degradation
S4TASE4ly,"N-acetylgalactosamine-4-sulfatase, lysosomal",,Chondroitin sulfate degradation
S6T18g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",,Keratan sulfate synthesis
S6T1g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",,Keratan sulfate synthesis
S6T20g,"Chondroitin 6-sulfotransferase, Golgi apparatus",,Chondroitin synthesis
S6T21g,"Chondroitin 6-sulfotransferase, Golgi apparatus",,Chondroitin synthesis
S6T24g,"Chondroitin 6-sulfotransferase, Golgi apparatus",,Chondroitin synthesis
S6T25g,"Heparan sulfate 6-sulfotransferase, Golgi apparatus",,Chondroitin synthesis
ST3GAL61g,"Type 2 lactosamine alpha-2,3-sialyltransferase",,Blood group synthesis
S6T2g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",,Keratan sulfate synthesis
S6T3g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",,Keratan sulfate synthesis
S6TASE11ly,"N-acetylglucosamine-6-sulfatase, lysosomal",,Keratan sulfate degradation
S6TASE14ly,"N-acetylglucosamine-6-sulfatase, lysosomal",,Keratan sulfate degradation
S6TASE15ly,"N-acetylglucosamine-6-sulfatase, lysosomal",,Keratan sulfate degradation
S6TASE16ly,"N-acetylglucosamine-6-sulfatase, lysosomal",,Keratan sulfate degradation
S6TASE17ly,"N-acetylglucosamine-6-sulfatase, lysosomal",,Keratan sulfate degradation
S6TASE1ly,"N-acetylglucosamine-6-sulfatase, lysosomal",,Heparan sulfate degradation
S6TASE21ly,"N-acetylglucosamine-6-sulfatase, lysosomal",,Keratan sulfate degradation
S6TASE24ly,"N-acetylglucosamine-6-sulfatase, lysosomal",,Keratan sulfate degradation
S6TASE25ly,"Galactose-6-sulfate sulfatase, lysosomal",,Keratan sulfate degradation
S6TASE26ly,"N-acetylglucosamine-6-sulfatase, lysosomal",,Keratan sulfate degradation
S6TASE2ly,"N-acetylglucosamine-6-sulfatase, lysosomal",,Heparan sulfate degradation
S6TASE3ly,"N-acetylglucosamine-6-sulfatase, lysosomal",,Heparan sulfate degradation
S6TASE5ly,"N-acetylgalactosamine-6-sulfatase, lysosomal",,Chondroitin sulfate degradation
S6TASE6ly,"N-acetylgalactosamine-6-sulfatase, lysosomal",,Chondroitin sulfate degradation
S6TASE8ly,"N-acetylgalactosamine-6-sulfatase, lysosomal",,Chondroitin sulfate degradation
SACCD3m,"Saccharopine dehydrogenase (NADP, L-lysine forming), mitochondrial",,Lysine metabolism
SADT,Sulfate adenylyltransferase,,Nucleotide interconversion
SALMCOM,S-Adenosyl-L-methionine:catechol O-methyltransferase,,Tyrosine metabolism
SALMCOM2,S-Adenosyl-L-methionine:catechol O-methyltransferase,,Tyrosine metabolism
SARCStp,Sarcosine transport (peroxisomal),,"Transport, peroxisomal"
SBPP3er,"Sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase), endoplasmic reticulum",,Sphingolipid metabolism
SBTD_D2,D sorbitol dehydrogenase  D fructose producing ,,Fructose and mannose metabolism
SBTR,D sorbitol reductase,,Fructose and mannose metabolism
SCP2x_1,Peroxisomal Thiolase 2,,Bile acid synthesis
Ser_Thrtg,Ser FSLASH Thrtg,,"Transport, golgi apparatus"
SERASNNaEx,L-serine/L-asparagine Na-dependent exchange (Ser-L in),,"Transport, extracellular"
SERGLYexR,L-Serine/Glycine reversible exchange,,"Transport, extracellular"
SERLYSNaex,Serine/Lysine Na-dependent exchange (Ser in),,"Transport, extracellular"
SERTHRNaEx,L-serine/L-threonine Na-dependent exchange (Ser-L in),,"Transport, extracellular"
SERtN1,"Serine transport (Na, H coupled)",,"Transport, extracellular"
SFGTHi,S-Formylglutathione hydralase,,Tyrosine metabolism
SGALSIDEtg,Sgalside hs intracellular transport,,"Transport, golgi apparatus"
SGALSIDEtl,Sgalside hs intracellular transport,,"Transport, lysosomal"
SGPL12r,Sphingosine-1-phosphate lyase,,Sphingolipid metabolism
SIAASE2ly,"Sialidase, lysosomal",,Keratan sulfate degradation
SIAASE4ly,"Sialidase, lysosomal",,Keratan sulfate degradation
SLCBK1,Sphingolipid long chain base kinase  sphinganine ,,Sphingolipid metabolism
SLDt,L-sulfolactate transport (cytosol to extracellular),,Methionine and cysteine metabolism
SMPD3g,"Sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)",,Sphingolipid metabolism
SMS,Sphingomyelin synthase (homo sapiens),,Sphingolipid metabolism
SO4t4_2,Sulfate transport via sodium symport,,"Transport, extracellular"
SO4tl,Sulfate transport (lysosome),,"Transport, lysosomal"
SPH1Pter,Sphinganine 1 phosphate endoplasmic reticular transport,,"Transport, endoplasmic reticular"
