metabolite_id,metabolite_name,metabolite_no_compartment,compartment
phytcoa_x,Phytanoyl-CoA(4-),phytcoa,x
Tn_antigen_l,Tn antigen g,Tn,l
pa_hs_g,Phosphatidic acid (homo sapiens),pa,g
pac_c,Phenylacetic acid,pac,c
phllqne_c,Phylloquinone,phllqne,c
phaccoa_c,Phenylacetyl-CoA,phaccoa,c
na1_g,Sodium,na1,g
pail345p_hs_c,"Phosphatidylinositol-3,4,5-trisphosphate (Homo sapiens)",pail345p,c
na1_x,Sodium,na1,x
ak2lgchol_hs_c,1-alkyl 2-lysoglycerol 3-phosphocholine,ak2lgchol,c
carn_c,L-Carnosine,carn,c
pi_n,Phosphate,pi,n
udp_r,UDP C9H11N2O12P2,udp,r
paf_hs_c,1-alkyl 2-acteylglycerol 3-phosphocholine (homo sapiens),paf,c
pail_hs_n,Phosphatidylinositol (homo sapiens),pail,n
pail345p_hs_n,"Phosphatidylinositol-3,4,5-trisphosphate (Homo sapiens)",pail345p,n
pail45p_hs_c,"Phosphatidylinositol 4,5-bisphosphate (Homo sapiens)",pail45p,c
ump_r,UMP C9H11N2O9P,ump,r
pail34p_hs_c,"Phosphatidylinositol-3,4-bisphosphate (Homo sapiens)",pail34p,c
pi_g,Phosphate,pi,g
ump_g,UMP C9H11N2O9P,ump,g
pail45p_hs_n,"Phosphatidylinositol 4,5-bisphosphate (Homo sapiens)",pail45p,n
pail34p_hs_n,"Phosphatidylinositol-3,4-bisphosphate (Homo sapiens)",pail34p,n
pail4p_hs_c,1-Phosphatidyl-1D-myo-inositol 4-phosphate (Homo sapiens),pail4p,c
pail4p_hs_n,1-Phosphatidyl-1D-myo-inositol 4-phosphate (Homo sapiens),pail4p,n
nicrns_c,Nicotinate D-ribonucleoside,nicrns,c
pail3p_hs_n,1-Phosphatidyl-1D-myo-inositol 3-phosphate (Homo sapiens),pail3p,n
pan4p_c,Pantetheine 4-phosphate,pan4p,c
pail3p_hs_c,1-Phosphatidyl-1D-myo-inositol 3-phosphate (Homo sapiens),pail3p,c
nicrnt_c,Nicotinate D-ribonucleotide,nicrnt,c
ptth_c,Pantetheine,ptth,c
nicrnt_n,Nicotinate D-ribonucleotide,nicrnt,n
pail35p_hs_c,"Phosphatidylinositol-3,5-bisphosphate (Homo sapiens)",pail35p,c
nifedipine_c,Nifedipine c,nifedipine,c
pail5p_hs_c,1-Phosphatidyl-1D-myo-inositol 5-phosphate (Homo sapiens),pail5p,c
nmn_m,NMN C11H14N2O8P,nmn,m
pchol_hs_m,Phosphatidylcholine (homo sapiens),pchol,m
pchol_hs_r,Phosphatidylcholine (homo sapiens),pchol,r
pail35p_hs_r,"Phosphatidylinositol-3,5-bisphosphate (Homo sapiens)",pail35p,r
pchol_hs_g,Phosphatidylcholine (homo sapiens),pchol,g
nmn_n,NMN C11H14N2O8P,nmn,n
nmn_c,NMN C11H14N2O8P,nmn,c
pail5p_hs_r,1-Phosphatidyl-1D-myo-inositol 5-phosphate (Homo sapiens),pail5p,r
am6sa_c,2-Aminomuconate 6-semialdehyde,am6sa,c
prpp_c,5-Phospho-alpha-D-ribose 1-diphosphate,prpp,c
pail5p_hs_n,1-Phosphatidyl-1D-myo-inositol 5-phosphate (Homo sapiens),pail5p,n
nwharg_c,N-(omega)-Hydroxyarginine,nwharg,c
pcollg5hlys_c,Procollagen 5-hydroxy-L-lysine,pcollg5hlys,c
pail_hs_r,Phosphatidylinositol (homo sapiens),pail,r
amp_g,AMP C10H12N5O7P,amp,g
camp_g,CAMP C10H11N5O6P,camp,g
no_c,Nitric oxide,no,c
ppmi12346p_c,5 Diphosphoinositol pentakisphosphate C6H6O27P7,ppmi12346p,c
r1p_c,Alpha-D-Ribose 1-phosphate,r1p,c
npthl_c,Naphthalene,npthl,c
35cgmp_g,"3,5-Cyclic GMP",35cgmp,g
ppmi12346p_n,5 Diphosphoinositol pentakisphosphate C6H6O27P7,ppmi12346p,n
pdx5p_c,Pyridoxine 5-phosphate,pdx5p,c
pnto__R_c,(R)-Pantothenate,pnto,c
pydx5p_c,Pyridoxal 5-phosphate,pydx5p,c
sphings_r,Sphingosine cytosol,sphings,r
cysam_c,Cysteamine C2H8NS,cysam,c
sphs1p_r,Sphingosine 1-phosphate,sphs1p,r
pydxn_c,Pyridoxine,pydxn,c
pe_hs_m,Phosphatidylethanolamine (homo sapiens),pe,m
pnto__R_e,(R)-Pantothenate,pnto,e
peamn_c,Phenethylamine,peamn,c
sbt__D_c,D-Sorbitol,sbt,c
selmeth_c,Selenomethionine,selmeth,c
pppi_c,Inorganic triphosphate,pppi,c
pacald_c,Phenylacetaldehyde,pacald,c
ser__D_c,D-Serine,ser,c
ppa_e,Propionate (n-C3:0),ppa,e
ser__L_x,L-Serine,ser,x
pristcoa_x,"Pristanoyl-CoA; 2,6,10,14-tetramethylpentadecanoyl-CoA",pristcoa,x
phpyr_c,Phenylpyruvate,phpyr,c
3php_c,3-Phosphohydroxypyruvate,3php,c
2hyoxplac_c,2-Hydroxyphenylacetate,2hyoxplac,c
prostgd2_c,Prostaglandin D2,prostgd2,c
prostgh2_c,Prostaglandin H2,prostgh2,c
sgalside_hs_c,Sulfatide galactocerebroside (homo sapiens),sgalside,c
pppg9_c,Protoporphyrinogen IX,pppg9,c
acngalgbside_hs_g,Sialyl galactosylgloboside (homo sapiens),acngalgbside,g
sph1p_c,Sphinganine 1 phosphate C18H39NO5P,sph1p,c
sl__L_c,Sl  L c,sl,c
prostgd2_r,Prostaglandin D2,prostgd2,r
prostgh2_r,Prostaglandin H2,prostgh2,r
prostge2_r,Prostaglandin E2,prostge2,r
pppg9_m,Protoporphyrinogen IX,pppg9,m
prostgi2_r,Prostaglandin I2,prostgi2,r
sphmyln_hs_g,Sphingomyelin (homo sapiens),sphmyln,g
sphmyln_hs_l,Sphingomyelin (homo sapiens),sphmyln,l
pgp_hs_c,Phosphatidyl glycerol phosphate (homo sapiens),pgp,c
pram_c,5-Phospho-beta-D-ribosylamine,pram,c
pheacgln_c,Alpha-N-Phenylacetyl-L-glutamine,pheacgln,c
sphings_c,Sphingosine cytosol,sphings,c
prgnlones_c,Pregnenolone sulfate,prgnlones,c
spc_hs_c,Sphingosylphosphorylcholine (homo sapiens),spc,c
sphmyln_hs_c,Sphingomyelin (homo sapiens),sphmyln,c
1p3h5c_m,L 1 Pyrroline 3 hydroxy 5 carboxylate C5H6NO3,1p3h5c,m
prist_x,Pristanic acid,prist,x
so4_e,Sulfate,so4,e
pro__D_c,D-Proline,pro,c
xolest_hs_c,Cholesterol ester,xolest,c
urate_x,Urate C5H4N4O3,urate,x
prostgh2_e,Prostaglandin H2,prostgh2,e
urea_e,Urea CH4N2O,urea,e
urea_c,Urea CH4N2O,urea,c
sphs1p_c,Sphingosine 1-phosphate,sphs1p,c
prostgi2_e,Prostaglandin I2,prostgi2,e
spmd_c,Spermidine,spmd,c
val__L_e,L-Valine,val,e
prostgi2_c,Prostaglandin I2,prostgi2,c
val__L_c,L-Valine,val,c
o2_e,O2 O2,o2,e
pro__L_c,L-Proline,pro,c
sql_r,Squalene C30H50,sql,r
gm1b_hs_g,GM1b (homo sapiens),gm1b,g
val__L_m,L-Valine,val,m
vitd3_c,Calciol; (+)-Vitamin D3,vitd3,c
pro__L_e,L-Proline,pro,e
dhcholestanate_r,"3alpha,7alpha-Dihydroxy-5beta-cholestanate",dhcholestanate,r
gd1a_hs_g,GD1a (homo sapiens),gd1a,g
3hpcoa_m,3-Hydroxypropionyl-CoA,3hpcoa,m
gt1b_hs_g,GT1b (homo sapiens),gt1b,g
thcholstoic_r,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate",thcholstoic,r
ps_hs_c,Phosphatidylserine (homo sapiens),ps,c
whtststerone_c,W hydroxy testosterone; 19-Hydroxytestosterone,whtststerone,c
xan_x,Xanthine,xan,x
gt1alpha_hs_g,GT1aalpha (homo sapiens),gt1alpha,g
gq1c_hs_g,GQ1c (homo sapiens),gq1c,g
ps_hs_m,Phosphatidylserine (homo sapiens),ps,m
strdnccrn_c,Stearidonyl carnitine,strdnccrn,c
xolest2_hs_c,Cholesterol ester (from FULLR2),xolest2,c
ptdcacrn_c,Pendtadenoyl carnitine,ptdcacrn,c
xoltri24_c,"7-alpha,24(S)-Dihydroxycholesterol",xoltri24,c
strdnccrn_m,Stearidonyl carnitine,strdnccrn,m
so4_r,Sulfate,so4,r
ptdcacrn_m,Pendtadenoyl carnitine,ptdcacrn,m
estrones_r,Estrone 3-sulfate,estrones,r
xoltri25_c,"7-alpha,25-Dihydroxycholesterol",xoltri25,c
hdca_x,Hexadecanoate (n-C16:0),hdca,x
xoltri27_c,"7-alpha,27-Dihydroxycholesterol",xoltri27,c
xser_r,Xyl-L-Ser (protein),xser,r
succ_e,Succinate,succ,e
phyt_x,Phytanic acid,phyt,x
sucr_e,Sucrose C12H22O11,sucr,e
xu5p__D_c,D-Xylulose 5-phosphate,xu5p,c
ahdt_c,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate",ahdt,c
xylt_c,Xylitol C5H12O5,xylt,c
T4hcinnm_c,Trans 4 Hydroxycinnamate C9H7O3,T4hcinnm,c
taur_e,Taurine C2H7NO3S,taur,e
6pthp_c,"6-Pyruvoyl-5,6,7,8-tetrahydropterin",6pthp,c
tchola_c,Taurocholic acid C26H45NO7S,tchola,c
Ser_Gly_Ala_X_Gly_r,Protein-linked serine residue (glycosaminoglycan attachment site),Ser,r
xyl__D_c,D-Xylose,xyl,c
ptrc_c,Putrescine,ptrc,c
tcynt_m,Thiocyanate,tcynt,m
tdchola_c,Taurochenodeoxycholate,tdchola,c
4abutn_c,4-Aminobutanal,4abutn,c
tdchola_x,Taurochenodeoxycholate,tdchola,x
4abutn_e,4-Aminobutanal,4abutn,e
acmana_e,N-Acetyl-D-mannosamine,acmana,e
pydx_c,Pyridoxal,pydx,c
thmmp_c,Thiamin monophosphate,thmmp,c
thmpp_c,Thiamine diphosphate,thmpp,c
quln_c,Quinolinate,quln,c
thmmp_m,Thiamin monophosphate,thmmp,m
ahdt_e,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate",ahdt,e
retinal_cis_13_c,Cis-13-retinal,retinal,c
ctp_e,CTP C9H12N3O14P3,ctp,e
thmpp_m,Thiamine diphosphate,thmpp,m
retinal_11_cis_c,11-cis-Retinal,retinal,c
tetpent3crn_c,Tetracosapentaenoyl carnitine,tetpent3crn,c
dgmp_e,DGMP C10H12N5O7P,dgmp,e
retinal_cis_9_c,Cis-9-retinal,retinal,c
dgtp_e,DGTP C10H12N5O13P3,dgtp,e
dha_e,Dihydroxyacetone,dha,e
tetpent3coa_m,"Tetracosapentaenoyl coenzyme A, n-3",tetpent3coa,m
tetpent3crn_m,Tetracosapentaenoyl carnitine,tetpent3crn,m
retn_n,Retinoate,retn,n
tetpent6crn_c,Tetracosapentaenoyl carnitine,tetpent6crn,c
dhap_e,Dihydroxyacetone phosphate,dhap,e
dtmp_e,DTMP C10H13N2O8P,dtmp,e
dttp_e,DTTP C10H13N2O14P3,dttp,e
tetpent6coa_m,"Tetracosapentaenoyl coenzyme A, n-6",tetpent6coa,m
tetpent6crn_m,Tetracosapentaenoyl carnitine,tetpent6crn,m
ru5p__D_c,D-Ribulose 5-phosphate,ru5p,c
tettet6crn_c,Tetracosatetraenoyl carnitine,tettet6crn,c
tettet6coa_m,Tetracosatetraenoyl coenzyme A,tettet6coa,m
fad_e,Flavin adenine dinucleotide oxidized,fad,e
fald_e,Formaldehyde,fald,e
rbl__D_c,D-Ribulose,rbl,c
g1p_e,D-Glucose 1-phosphate,g1p,e
tettet6crn_m,Tetracosatetraenoyl carnitine,tettet6crn,m
rbt_c,Ribitol,rbt,c
thcholstoic_x,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate",thcholstoic,x
isomal_e,Isomaltose C12H22O11,isomal,e
retinol_cis_13_c,Cis-13-retinol,retinol,c
thymd_e,Thymidine C10H14N2O5,thymd,e
retnglc_c,Retinoyl glucuronide,retnglc,c
thymd_c,Thymidine C10H14N2O5,thymd,c
13_cis_retnglc_c,13-cis-retinoyl glucuronide,13,c
thm_c,Thiamin,thm,c
13_cis_retnglc_r,13-cis-retinoyl glucuronide,13,r
thm_m,Thiamin,thm,m
retnglc_r,Retinoyl glucuronide,retnglc,r
thmtp_c,Thiamin triphosphate C12H16N4O10P3S,thmtp,c
retn_r,Retinoate,retn,r
thp2c_c,"2,3,4,5-Tetrahydropyridine-2-carboxylate",thp2c,c
13_cis_retn_r,13-cis-retinoate,13,r
tmlys_c,"N6,N6,N6-Trimethyl-L-lysine",tmlys,c
ribflv_e,Riboflavin C17H20N4O6,ribflv,e
tmndnccrn_c,Timnodonyl carnitine,tmndnccrn,c
rib__D_e,D-Ribose,rib,e
tmndnccrn_m,Timnodonyl carnitine,tmndnccrn,m
trdrd_c,Reduced thioredoxin,trdrd,c
rib__D_c,D-Ribose,rib,c
trdox_c,Oxidized thioredoxin,trdox,c
rnam_c,N Ribosylnicotinamide C11H15N2O5,rnam,c
q10_c,Ubiquinone-10,q10,c
HC00250_e,Hydrosulfide,HC00250,e
Rtotal3crn_c,Rtotal3crn c,Rtotal3crn,c
HC01104_e,4-nitrophenyl phosphate(2-),HC01104,e
q10h2_c,Ubiquinol-10,q10h2,c
Rtotal3crn_m,Rtotal3crn c,Rtotal3crn,m
tre_c,Trehalose,tre,c
tre_e,Trehalose,tre,e
HC01361_e,Dihydroneopterin,HC01361,e
cs_d_pre5_g,"Chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 5",cs,g
HC01440_e,3-Keto-beta-D-galactose,HC01440,e
triodthysuf_c,Triiodothyronine sulfate,triodthysuf,c
cs_b_pre5_g,"Chondroitin sulfate B (IdoA2S-GalNAc4s), precursor 5",cs,g
trp__L_e,L-Tryptophan,trp,e
HC01441_e,Lactose-6P,HC01441,e
hs_pre12_g,"Heparan sulfate, precursor 12",hs,g
HC01444_e,Galactosylglycerol,HC01444,e
ts3_c,Tachysterol 3,ts3,c
tststeroneglc_c,Testosterone 3-glucosiduronic acid,tststeroneglc,c
HC01446_e,3-Ketolactose,HC01446,e
hs_pre13_g,"Heparan sulfate, precursor 13",hs,g
HC01577_e,Gamma-Glutamyl-beta-cyanoalanine,HC01577,e
tststeroneglc_r,Testosterone 3-glucosiduronic acid,tststeroneglc,r
hs_pre14_g,"Heparan sulfate, precursor 14",hs,g
tststerones_c,Tststerones c,tststerones,c
HC01609_e,Uroporphyrinogen I(8-),HC01609,e
hs_pre15_g,"Heparan sulfate, precursor 15",hs,g
cpppg1_e,Coproporphyrinogen I,cpppg1,e
tststerone_c,Tststerone c,tststerone,c
hs_deg11_l,"Heparan sulfate, degradation product 11",hs,l
ttdcrn_m,Tetradecanoyl carnitine,ttdcrn,m
HC01700_e,Gamma-Glutamyl-3-aminopropiononitrile,HC01700,e
cs_e_pre5a_g,"Chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a",cs,g
HC02160_e,GM2-pool,HC02160,e
ttdcrn_c,Tetradecanoyl carnitine,ttdcrn,c
txa2_c,Thromboxane A2,txa2,c
cs_e_pre5b_g,"Chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5b",cs,g
txa2_r,Thromboxane A2,txa2,r
HC02161_e,GM1-pool,HC02161,e
cs_e_deg1_l,"Chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 1",cs,l
itp_e,ITP C10H11N4O14P3,itp,e
tymsf_c,Tyramine O-sulfate,tymsf,c
cs_e_deg5_l,"Chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5",cs,l
tym_c,Tyramine,tym,c
orot_e,Orotate C5H3N2O4,orot,e
tyr__L_e,L-Tyrosine,tyr,e
ksi_deg4_l,"Keratan sulfate I, degradation product 4",ksi,l
tyr__L_m,L-Tyrosine,tyr,m
prpp_e,5-Phospho-alpha-D-ribose 1-diphosphate,prpp,e
ksii_core2_deg1_l,"Keratan sulfate II (core 2-linked), degradation product 1",ksii,l
pydx5p_e,Pyridoxal 5-phosphate,pydx5p,e
udpacgal_c,UDP-N-acetyl-D-galactosamine,udpacgal,c
ksii_core4_deg1_l,"Keratan sulfate II (core 4-linked), degradation product 1",ksii,l
udpglcur_r,UDP-D-glucuronate,udpglcur,r
udpg_e,UDPglucose,udpg,e
saccrp__L_m,L Saccharopine C11H19N2O6,saccrp,m
HC00822_l,Chitobiose,HC00822,l
udpg_r,UDPglucose,udpg,r
fald_x,Formaldehyde,fald,x
udpxyl_g,UDP-D-xylose,udpxyl,g
HC00617_c,Ferricytochrome B5,HC00617,c
HC00619_c,Ferrocytochrome B5,HC00619,c
dpcoa_m,Dephospho-CoA,dpcoa,m
udpxyl_c,UDP-D-xylose,udpxyl,c
sarcs_x,Sarcosine C3H7NO2,sarcs,x
udpxyl_r,UDP-D-xylose,udpxyl,r
ppi_e,Diphosphate,ppi,e
HC01672_c,Acetyl adenylate,HC01672,c
sphgn_r,Sphinganine C18H40NO2,sphgn,r
HC01434_m,Oxalatosuccinate(3-),HC01434,m
ahandrostan_r,3alpha-Hydroxy-5beta-androstan-17-one,ahandrostan,r
ump_n,UMP C9H11N2O9P,ump,n
sph1p_r,Sphinganine 1 phosphate C18H39NO5P,sph1p,r
ura_e,Uracil,ura,e
HC01434_x,Oxalatosuccinate(3-),HC01434,x
HC00591_c,2-oxoglutaramate,HC00591,c
HC10859_x,Malonyl-Carnitin,HC10859,x
HC00591_m,2-oxoglutaramate,HC00591,m
urate_c,Urate C5H4N4O3,urate,c
pmtcrn_r,L-Palmitoylcarnitine,pmtcrn,r
pmtcrn_x,L-Palmitoylcarnitine,pmtcrn,x
HC01842_c,Phosphodimethylethanolamine,HC01842,c
uacgam_r,UDP-N-acetyl-D-glucosamine,uacgam,r
lnlccoa_r,Linoleic coenzyme A,lnlccoa,r
acmana_r,N-Acetyl-D-mannosamine,acmana,r
lnlccrn_r,Linoleyl carnitine,lnlccrn,r
cdp_e,CDP C9H12N3O11P2,cdp,e
HC00004_e,ApoA1,HC00004,e
lnlccoa_x,Linoleic coenzyme A,lnlccoa,x
citr__L_e,L-Citrulline,citr,e
HC01118_r,Presqualene Diphosphate,HC01118,r
lnlccrn_x,Linoleyl carnitine,lnlccrn,x
lac__L_x,L-Lactate,lac,x
arachdcoa_r,C20:4-CoA,arachdcoa,r
fdp_c,"D-Fructose 1,6-bisphosphate",fdp,c
inost_r,Myo-Inositol,inost,r
HC00319_c,Malonate; propanedioate,HC00319,c
arachdcrn_r,C20:4 carnitine,arachdcrn,r
HC00319_m,Malonate; propanedioate,HC00319,m
HC00250_c,Hydrosulfide,HC00250,c
arachdcrn_x,C20:4 carnitine,arachdcrn,x
HC01496_m,2-Amino-3-Oxoadipate,HC01496,m
r5p_c,Alpha-D-Ribose 5-phosphate,r5p,c
hdcoa_r,Hexadecenoyl-CoA (n-C16:1CoA),hdcoa,r
glyc3p_x,Glycerol 3-phosphate,glyc3p,x
hdcecrn_r,Hexadecenoyl carnitine,hdcecrn,r
HC01668_m,Propinol adenylate,HC01668,m
atp_l,ATP C10H12N5O13P3,atp,l
HC01712_m,S-Glutaryldihydrolipoamide,HC01712,m
adp_l,ADP C10H12N5O10P2,adp,l
cmp_r,CMP C9H12N3O8P,cmp,r
glyald_m,D-Glyceraldehyde,glyald,m
r5p_r,Alpha-D-Ribose 5-phosphate,r5p,r
dgmp_c,DGMP C10H12N5O7P,dgmp,c
ptrc_e,Putrescine,ptrc,e
HC00576_c,Homocarnosine,HC00576,c
HC01408_m,3-Oxo-Hexanoyl Coenzyme A,HC01408,m
arachd_x,Arachidonic acid,arachd,x
acgam_r,N-Acetyl-D-glucosamine,acgam,r
arachd_l,Arachidonic acid,arachd,l
HC00718_c,N-methylethanolaminium phosphate(1-),HC00718,c
hdca_l,Hexadecanoate (n-C16:0),hdca,l
pmtcoa_r,Palmitoyl-CoA (n-C16:0CoA),pmtcoa,r
mev__R_c, R  Mevalonate C6H11O4,mev,c
HC00342_m,"Cis-aconitate(3-); (1Z)-prop-1-ene-1,2,3-tricarboxylat",HC00342,m
spmd_e,Spermidine,spmd,e
dtdp_e,DTDP C10H13N2O11P2,dtdp,e
na1_r,Sodium,na1,r
56dthm_m,"5,6-Dihydrothymine",56dthm,m
fol_m,Folate,fol,m
thym_m,Thymine C5H6N2O2,thym,m
strdnc_l,"Stearidonic acid C18:4, n-3",strdnc,l
5fthf_m,5-Formyltetrahydrofolate,5fthf,m
strdnc_r,"Stearidonic acid C18:4, n-3",strdnc,r
3pg_m,3-Phospho-D-glycerate,3pg,m
hxdcal_c,Hexadecanal C16H32O,hxdcal,c
glyc__R_m,(R)-Glycerate,glyc,m
lnlc_l,Linoleic acid (all cis C18:2) n-6,lnlc,l
lnlc_r,Linoleic acid (all cis C18:2) n-6,lnlc,r
pac_m,Phenylacetic acid,pac,m
3hpp_m,3-Hydroxypropanoate,3hpp,m
HC00682_m,S-Acetyldihydrolipoamide,HC00682,m
pacald_m,Phenylacetaldehyde,pacald,m
2mpdhl_m,S-(2-Methylpropanoyl)-dihydrolipoamide,2mpdhl,m
C02528_e,Chenodeoxycholate,C02528,e
betald_c,Betaine aldehyde,betald,c
HC01522_c,Gentisate aldehyde,HC01522,c
c8crn_c,Octanoyl carnitine,c8crn,c
C02470_e,Xanthurenic acid,C02470,e
HC01377_m,S-(3-Methylbutanoyl)-dihydrolipoamide,HC01377,m
HC01254_c,"6-Lactoyl-5,6,7,8-tetrahydropterin",HC01254,c
HC00460_c,"2,5-dihydroxybenzoate",HC00460,c
e4p_c,D-Erythrose 4-phosphate,e4p,c
thr__L_m,L-Threonine,thr,m
HC00900_m,Methylmalonate,HC00900,m
met__L_m,L-Methionine,met,m
HC00361_c,"Sedoheptulose 1,7-bisphosphate(4-)",HC00361,c
cholcoa_r,Choloyl-CoA(4-),cholcoa,r
s7p_c,Sedoheptulose 7-phosphate,s7p,c
his__L_m,L-Histidine,his,m
dtmp_c,DTMP C10H13N2O8P,dtmp,c
cholate_r,Cholate c,cholate,r
HC02110_r,4Alpha-Methylzymosterol,HC02110,r
HC10859_c,Malonyl-Carnitin,HC10859,c
HC10859_m,Malonyl-Carnitin,HC10859,m
pan4p_m,Pantetheine 4-phosphate,pan4p,m
2obut_m,2-Oxobutanoate,2obut,m
ptth_m,Pantetheine,ptth,m
cdpchol_r,CDPcholine C14H25N4O11P2,cdpchol,r
HC02020_r,Cholesterol-ester-palm,HC02020,r
HC02187_c,Reverse-triiodthyronine,HC02187,c
HC02180_e,Thromboxane-b2,HC02180,e
HC02180_c,Thromboxane-b2,HC02180,c
hdd2coa_r,Trans-Hexadec-2-enoyl-CoA,hdd2coa,r
L2aadp6sa_c,L 2 Aminoadipate 6 semialdehyde C6H11NO3,L2aadp6sa,c
HC02021_r,Cholesterol-ester-palmn,HC02021,r
stcoa_r,Stearoyl-CoA (n-C18:0CoA),stcoa,r
wharachd_e,W-hydroxyl arachidonic acid,wharachd,e
wharachd_c,W-hydroxyl arachidonic acid,wharachd,c
HC01501_c,Hydroxidodioxidosulfidosulfate(1-),HC01501,c
HC02202_e,Prostaglandin A1(1-),HC02202,e
HC02022_r,Cholest-5-En-3Beta-Yl Octadecanoate,HC02022,r
HC01376_m,S-(2-Methylbutanoyl)-dihydrolipoamide,HC01376,m
odecoa_r,Octadecenoyl-CoA (n-C18:1CoA),odecoa,r
HC02202_c,Prostaglandin A1(1-),HC02202,c
HC02203_e,Prostaglandin A2,HC02203,e
HC00664_c,D-tagatofuranose 6-phosphate(2-),HC00664,c
HC02203_c,Prostaglandin A2,HC02203,c
HC02023_r,Cholesterol-ester-ol,HC02023,r
HC02024_r,Cholesterol-ester-lin,HC02024,r
HC01180_c,"D-tagatofuranose 1,6-bisphosphate(4-)",HC01180,c
lnlncgcoa_r,Gamma-linolenoyl-CoA,lnlncgcoa,r
HC02204_e,Prostaglandin-b1,HC02204,e
HC02204_c,Prostaglandin-b1,HC02204,c
1p3h5c_c,L 1 Pyrroline 3 hydroxy 5 carboxylate C5H6NO3,1p3h5c,c
HC02205_e,Prostaglandin-b2,HC02205,e
HC02025_r,Cholesterol-ester-ala,HC02025,r
4hpro_LT_c,Trans 4 Hydroxy L proline C5H9NO3,4hpro,c
HC02026_r,Cholesterol-ester-gla,HC02026,r
HC02205_c,Prostaglandin-b2,HC02205,c
4hpro_LT_m,Trans 4 Hydroxy L proline C5H9NO3,4hpro,m
HC02206_e,Prostaglandin C1(1-),HC02206,e
HC02206_c,Prostaglandin C1(1-),HC02206,c
HC02027_r,Cholesterol-ester-arach,HC02027,r
hdcea_r,Hexadecenoate (n-C16:1),hdcea,r
thcholstoic_c,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate",thcholstoic,c
ocdcea_r,Octadecenoate (n-C18:1),ocdcea,r
HC02207_e,Prostaglandin-c2,HC02207,e
cholcoa_c,Choloyl-CoA(4-),cholcoa,c
HC02207_c,Prostaglandin-c2,HC02207,c
HC02208_e,Prostaglandin-d1,HC02208,e
ocdcea_l,Octadecenoate (n-C18:1),ocdcea,l
lnlnca_r,"Alpha-Linolenic acid, C18:3, n-3",lnlnca,r
HC01415_m,(2E)-Octenoyl Coenzyme A,HC01415,m
lnlncg_r,Gamma-linolenic acid,lnlncg,r
HC02208_c,Prostaglandin-d1,HC02208,c
3odcoa_m,3-Oxodecanoyl-CoA,3odcoa,m
HC02210_e,Prostaglandin-d3,HC02210,e
HC02210_c,Prostaglandin-d3,HC02210,c
lnlncg_l,Gamma-linolenic acid,lnlncg,l
hdcea_l,Hexadecenoate (n-C16:1),hdcea,l
c8crn_m,Octanoyl carnitine,c8crn,m
lnlnca_l,"Alpha-Linolenic acid, C18:3, n-3",lnlnca,l
HC02213_e,Prostaglandin E3,HC02213,e
HC02213_c,Prostaglandin E3,HC02213,c
c8crn_x,Octanoyl carnitine,c8crn,x
HC02214_e,Prostaglandin-f1alpha,HC02214,e
dlnlcg_l,Dihomo-gamma-linolenic acid (n-6),dlnlcg,l
dlnlcg_r,Dihomo-gamma-linolenic acid (n-6),dlnlcg,r
ddcacoa_m,Dodecanoyl-CoA (n-C12:0CoA),ddcacoa,m
HC00822_e,Chitobiose,HC00822,e
HC02214_c,Prostaglandin-f1alpha,HC02214,c
3otdcoa_m,3-Oxotetradecanoyl-CoA,3otdcoa,m
HC02216_e,Prostaglandin-f2beta,HC02216,e
HC02216_c,Prostaglandin-f2beta,HC02216,c
HC02121_c,S-(hydroxymethyl)glutathione(1-),HC02121,c
2mop_c,2-Methyl-3-oxopropanoate,2mop,c
xtsn_c,Xanthosine,xtsn,c
HC02217_e,Prostaglandin-g2,HC02217,e
HC00900_c,Methylmalonate,HC00900,c
HC02217_c,Prostaglandin-g2,HC02217,c
HC00342_c,"Cis-aconitate(3-); (1Z)-prop-1-ene-1,2,3-tricarboxylat",HC00342,c
HC02136_c,Glycogenin-G7G1,HC02136,c
btcoa_c,Butanoyl-CoA,btcoa,c
C02470_c,Xanthurenic acid,C02470,c
dlnlcgcoa_r,Dihomo-gamma-linolenyl coenzyme A,dlnlcgcoa,r
oxa_m,Oxalate,oxa,m
HC00955_e,L-3-Cyanoalanine,HC00955,e
c4crn_c,Butyryl carnitine,c4crn,c
HC10856_m,"Trans,Cis-Octadeca-2,9-Dienoyl Coenzyme A",HC10856,m
co2_e,CO2 CO2,co2,e
HC10857_m,(S)-3-Hydroxyoleyleoyl Coenzyme A,HC10857,m
HC10858_m,3-Oxooleoyl Coenzyme A,HC10858,m
c4crn_m,Butyryl carnitine,c4crn,m
dcholcoa_r,Chenodeoxycholoyl coenzyme a,dcholcoa,r
